Designator,Mid X,Mid Y,Rotation,Layer
C2,103.21,-68.165,0.0,top
C3,78.7375,-79.585,0.0,top
C4,81.8475,-79.595,0.0,top
J1,67.61,-75.765,90.0,top
J2,123.57,-75.705,270.0,top
J3,81.59,-58.365,0.0,top
J4,79.59,-94.375,180.0,top
J5,101.59,-94.355,180.0,top
R1,75.7175,-83.385,90.0,top
R10,77.33,-64.615,0.0,top
R14,85.84,-64.615,0.0,top
R2,73.6475,-84.245,90.0,top
R6,86.83,-82.595,270.0,top
R7,84.5775,-81.755,270.0,top
R9,81.585,-64.615,0.0,top
U2,103.16,-76.305,270.0,top
U3,80.29,-83.085,0.0,top
